지하철역,승차총승객수,하차총승객수,총 승차인원,총 하차인원,lat,lng
검암,3127,3097,3127,3097,37.5687914198721,126.675472176848
계양,4629,4557,4629,4557,37.5716093704302,126.736023400683
공덕,1054,1565,1054,1565,37.5428436189268,126.95133595616
공항화물청사,916,968,916,968,37.4590307212448,126.477437882407
김포공항,10438,5715,10438,5715,37.562313207852,126.801278424065
디지털미디어시티,3022,3035,3022,3035,37.5768239035855,126.899020186183
마곡나루,1903,2169,1903,2169,37.565821296795,126.827634421592
서울역,6686,5804,6686,5804,,
영종,2081,2008,2081,2008,37.51210021776,126.524248890138
운서,4511,4795,4511,4795,37.4928503236659,126.493665547285
인천공항1터미널,3238,3235,3238,3235,37.4476109663729,126.452346738588
인천공항2터미널,1772,1614,1772,1614,37.458350712273,126.427699293474
청라국제도시,2963,2777,2963,2777,37.5551403000306,126.625410973856
홍대입구,9031,8378,9031,8378,37.5577458058734,126.926498328277
검암,6479,6329,6479,6329,37.5687914198721,126.675472176848
계양,9769,9390,9769,9390,37.5716093704302,126.736023400683
공덕,2142,2776,2142,2776,37.5428436189268,126.95133595616
공항화물청사,2211,2407,2211,2407,37.4590307212448,126.477437882407
김포공항,11790,6943,11790,6943,37.562313207852,126.801278424065
디지털미디어시티,14161,12730,14161,12730,37.5768239035855,126.899020186183
마곡나루,8755,8343,8755,8343,37.565821296795,126.827634421592
서울역,7054,6596,7054,6596,,
영종,2921,2883,2921,2883,37.51210021776,126.524248890138
운서,6476,6377,6476,6377,37.4928503236659,126.493665547285
인천공항1터미널,3571,3847,3571,3847,37.4476109663729,126.452346738588
인천공항2터미널,2206,1969,2206,1969,37.458350712273,126.427699293474
청라국제도시,6627,6147,6627,6147,37.5551403000306,126.625410973856
홍대입구,9072,8905,9072,8905,37.5577458058734,126.926498328277
검암,6289,6295,6289,6295,37.5687914198721,126.675472176848
계양,10063,9562,10063,9562,37.5716093704302,126.736023400683
공덕,2282,2960,2282,2960,37.5428436189268,126.95133595616
공항화물청사,2308,2467,2308,2467,37.4590307212448,126.477437882407
김포공항,10947,6380,10947,6380,37.562313207852,126.801278424065
디지털미디어시티,14412,13084,14412,13084,37.5768239035855,126.899020186183
마곡나루,8702,8445,8702,8445,37.565821296795,126.827634421592
서울역,6951,6315,6951,6315,,
영종,2820,2758,2820,2758,37.51210021776,126.524248890138
운서,6250,6353,6250,6353,37.4928503236659,126.493665547285
인천공항1터미널,3605,3887,3605,3887,37.4476109663729,126.452346738588
인천공항2터미널,2157,2157,2157,2157,37.458350712273,126.427699293474
청라국제도시,6801,6487,6801,6487,37.5551403000306,126.625410973856
홍대입구,9059,9226,9059,9226,37.5577458058734,126.926498328277
검암,6449,6342,6449,6342,37.5687914198721,126.675472176848
계양,9791,9245,9791,9245,37.5716093704302,126.736023400683
공덕,2195,2892,2195,2892,37.5428436189268,126.95133595616
공항화물청사,2216,2465,2216,2465,37.4590307212448,126.477437882407
김포공항,10853,6399,10853,6399,37.562313207852,126.801278424065
디지털미디어시티,14330,12914,14330,12914,37.5768239035855,126.899020186183
마곡나루,8508,8122,8508,8122,37.565821296795,126.827634421592
서울역,6969,6421,6969,6421,,
영종,2700,2781,2700,2781,37.51210021776,126.524248890138
운서,6225,6089,6225,6089,37.4928503236659,126.493665547285
인천공항1터미널,3679,3974,3679,3974,37.4476109663729,126.452346738588
인천공항2터미널,2130,2039,2130,2039,37.458350712273,126.427699293474
청라국제도시,6683,6309,6683,6309,37.5551403000306,126.625410973856
홍대입구,9082,9139,9082,9139,37.5577458058734,126.926498328277
검암,6461,6360,6461,6360,37.5687914198721,126.675472176848
계양,9866,9374,9866,9374,37.5716093704302,126.736023400683
공덕,2254,2862,2254,2862,37.5428436189268,126.95133595616
공항화물청사,2279,2507,2279,2507,37.4590307212448,126.477437882407
김포공항,10981,6242,10981,6242,37.562313207852,126.801278424065
디지털미디어시티,14236,12714,14236,12714,37.5768239035855,126.899020186183
마곡나루,8656,8423,8656,8423,37.565821296795,126.827634421592
서울역,7144,6641,7144,6641,,
영종,2836,2765,2836,2765,37.51210021776,126.524248890138
운서,6140,6187,6140,6187,37.4928503236659,126.493665547285
인천공항1터미널,3539,3718,3539,3718,37.4476109663729,126.452346738588
인천공항2터미널,2282,2023,2282,2023,37.458350712273,126.427699293474
청라국제도시,6670,6325,6670,6325,37.5551403000306,126.625410973856
홍대입구,9404,9503,9404,9503,37.5577458058734,126.926498328277
검암,6593,6557,6593,6557,37.5687914198721,126.675472176848
계양,9880,9337,9880,9337,37.5716093704302,126.736023400683
공덕,2248,2976,2248,2976,37.5428436189268,126.95133595616
공항화물청사,2261,2414,2261,2414,37.4590307212448,126.477437882407
김포공항,13982,7251,13982,7251,37.562313207852,126.801278424065
디지털미디어시티,13868,12294,13868,12294,37.5768239035855,126.899020186183
마곡나루,8269,7754,8269,7754,37.565821296795,126.827634421592
서울역,8651,8303,8651,8303,,
영종,2829,2954,2829,2954,37.51210021776,126.524248890138
운서,6452,6279,6452,6279,37.4928503236659,126.493665547285
인천공항1터미널,3766,4193,3766,4193,37.4476109663729,126.452346738588
인천공항2터미널,2349,2152,2349,2152,37.458350712273,126.427699293474
청라국제도시,6828,6456,6828,6456,37.5551403000306,126.625410973856
홍대입구,10621,10857,10621,10857,37.5577458058734,126.926498328277
검암,4201,4102,4201,4102,37.5687914198721,126.675472176848
계양,6543,6157,6543,6157,37.5716093704302,126.736023400683
공덕,1387,2385,1387,2385,37.5428436189268,126.95133595616
공항화물청사,1157,1191,1157,1191,37.4590307212448,126.477437882407
김포공항,10842,5485,10842,5485,37.562313207852,126.801278424065
디지털미디어시티,4710,4394,4710,4394,37.5768239035855,126.899020186183
마곡나루,2856,3091,2856,3091,37.565821296795,126.827634421592
서울역,6948,7002,6948,7002,,
영종,2536,2531,2536,2531,37.51210021776,126.524248890138
운서,5486,5509,5486,5509,37.4928503236659,126.493665547285
인천공항1터미널,3241,3349,3241,3349,37.4476109663729,126.452346738588
인천공항2터미널,1917,1788,1917,1788,37.458350712273,126.427699293474
청라국제도시,3887,3768,3887,3768,37.5551403000306,126.625410973856
홍대입구,12420,12262,12420,12262,37.5577458058734,126.926498328277
검암,3177,3175,3177,3175,37.5687914198721,126.675472176848
계양,4720,4750,4720,4750,37.5716093704302,126.736023400683
공덕,1143,1565,1143,1565,37.5428436189268,126.95133595616
공항화물청사,906,1012,906,1012,37.4590307212448,126.477437882407
김포공항,10713,5540,10713,5540,37.562313207852,126.801278424065
디지털미디어시티,3237,3231,3237,3231,37.5768239035855,126.899020186183
마곡나루,2022,2203,2022,2203,37.565821296795,126.827634421592
서울역,6946,6178,6946,6178,,
영종,2167,2039,2167,2039,37.51210021776,126.524248890138
운서,4653,4928,4653,4928,37.4928503236659,126.493665547285
인천공항1터미널,3152,3286,3152,3286,37.4476109663729,126.452346738588
인천공항2터미널,1771,1619,1771,1619,37.458350712273,126.427699293474
청라국제도시,2884,2873,2884,2873,37.5551403000306,126.625410973856
홍대입구,9826,9062,9826,9062,37.5577458058734,126.926498328277
검암,6428,6224,6428,6224,37.5687914198721,126.675472176848
계양,9999,9483,9999,9483,37.5716093704302,126.736023400683
공덕,2294,2952,2294,2952,37.5428436189268,126.95133595616
공항화물청사,2284,2437,2284,2437,37.4590307212448,126.477437882407
김포공항,11997,6903,11997,6903,37.562313207852,126.801278424065
디지털미디어시티,14606,12910,14606,12910,37.5768239035855,126.899020186183
마곡나루,9195,8357,9195,8357,37.565821296795,126.827634421592
서울역,7423,6725,7423,6725,,
영종,2819,2834,2819,2834,37.51210021776,126.524248890138
운서,6133,6135,6133,6135,37.4928503236659,126.493665547285
인천공항1터미널,3425,3607,3425,3607,37.4476109663729,126.452346738588
인천공항2터미널,2103,1878,2103,1878,37.458350712273,126.427699293474
청라국제도시,6805,6313,6805,6313,37.5551403000306,126.625410973856
홍대입구,8906,8810,8906,8810,37.5577458058734,126.926498328277
검암,6570,6424,6570,6424,37.5687914198721,126.675472176848
계양,10043,9375,10043,9375,37.5716093704302,126.736023400683
공덕,2300,2923,2300,2923,37.5428436189268,126.95133595616
공항화물청사,2311,2476,2311,2476,37.4590307212448,126.477437882407
김포공항,11053,6644,11053,6644,37.562313207852,126.801278424065
디지털미디어시티,14492,13173,14492,13173,37.5768239035855,126.899020186183
마곡나루,9042,8727,9042,8727,37.565821296795,126.827634421592
서울역,7128,6552,7128,6552,,
영종,2784,2731,2784,2731,37.51210021776,126.524248890138
운서,6081,6168,6081,6168,37.4928503236659,126.493665547285
인천공항1터미널,3664,3626,3664,3626,37.4476109663729,126.452346738588
인천공항2터미널,2143,2035,2143,2035,37.458350712273,126.427699293474
청라국제도시,6822,6431,6822,6431,37.5551403000306,126.625410973856
홍대입구,9005,9218,9005,9218,37.5577458058734,126.926498328277
검암,6766,6608,6766,6608,37.5687914198721,126.675472176848
계양,10257,9721,10257,9721,37.5716093704302,126.736023400683
공덕,2394,3147,2394,3147,37.5428436189268,126.95133595616
공항화물청사,2380,2596,2380,2596,37.4590307212448,126.477437882407
김포공항,12085,6751,12085,6751,37.562313207852,126.801278424065
디지털미디어시티,15553,13714,15553,13714,37.5768239035855,126.899020186183
마곡나루,9430,8817,9430,8817,37.565821296795,126.827634421592
서울역,7573,6883,7573,6883,,
영종,2965,2959,2965,2959,37.51210021776,126.524248890138
운서,6293,6312,6293,6312,37.4928503236659,126.493665547285
인천공항1터미널,3563,3776,3563,3776,37.4476109663729,126.452346738588
인천공항2터미널,2248,2047,2248,2047,37.458350712273,126.427699293474
청라국제도시,6902,6619,6902,6619,37.5551403000306,126.625410973856
홍대입구,9135,9487,9135,9487,37.5577458058734,126.926498328277
검암,6673,6628,6673,6628,37.5687914198721,126.675472176848
계양,10253,9443,10253,9443,37.5716093704302,126.736023400683
공덕,2297,2980,2297,2980,37.5428436189268,126.95133595616
공항화물청사,2338,2546,2338,2546,37.4590307212448,126.477437882407
김포공항,11995,6361,11995,6361,37.562313207852,126.801278424065
디지털미디어시티,14688,13248,14688,13248,37.5768239035855,126.899020186183
마곡나루,8821,8437,8821,8437,37.565821296795,126.827634421592
서울역,7493,6907,7493,6907,,
영종,2855,2866,2855,2866,37.51210021776,126.524248890138
운서,6294,6222,6294,6222,37.4928503236659,126.493665547285
인천공항1터미널,3306,3673,3306,3673,37.4476109663729,126.452346738588
인천공항2터미널,2125,2125,2125,2125,37.458350712273,126.427699293474
청라국제도시,6863,6463,6863,6463,37.5551403000306,126.625410973856
홍대입구,9702,9632,9702,9632,37.5577458058734,126.926498328277
검암,6713,6689,6713,6689,37.5687914198721,126.675472176848
계양,9938,9492,9938,9492,37.5716093704302,126.736023400683
공덕,2313,3134,2313,3134,37.5428436189268,126.95133595616
공항화물청사,2342,2475,2342,2475,37.4590307212448,126.477437882407
김포공항,13681,6579,13681,6579,37.562313207852,126.801278424065
디지털미디어시티,14093,12550,14093,12550,37.5768239035855,126.899020186183
마곡나루,8563,7935,8563,7935,37.565821296795,126.827634421592
서울역,8801,8243,8801,8243,,
영종,2943,3018,2943,3018,37.51210021776,126.524248890138
운서,6638,6503,6638,6503,37.4928503236659,126.493665547285
인천공항1터미널,3370,3820,3370,3820,37.4476109663729,126.452346738588
인천공항2터미널,2137,2053,2137,2053,37.458350712273,126.427699293474
청라국제도시,6852,6499,6852,6499,37.5551403000306,126.625410973856
홍대입구,10129,10441,10129,10441,37.5577458058734,126.926498328277
검암,4352,4304,4352,4304,37.5687914198721,126.675472176848
계양,6486,6151,6486,6151,37.5716093704302,126.736023400683
공덕,1544,2376,1544,2376,37.5428436189268,126.95133595616
공항화물청사,1215,1221,1215,1221,37.4590307212448,126.477437882407
김포공항,11070,5386,11070,5386,37.562313207852,126.801278424065
디지털미디어시티,5108,4700,5108,4700,37.5768239035855,126.899020186183
마곡나루,2996,3341,2996,3341,37.565821296795,126.827634421592
서울역,6980,7121,6980,7121,,
영종,2599,2644,2599,2644,37.51210021776,126.524248890138
운서,5607,5722,5607,5722,37.4928503236659,126.493665547285
인천공항1터미널,3002,3238,3002,3238,37.4476109663729,126.452346738588
인천공항2터미널,1655,1555,1655,1555,37.458350712273,126.427699293474
청라국제도시,4016,3977,4016,3977,37.5551403000306,126.625410973856
홍대입구,12357,12190,12357,12190,37.5577458058734,126.926498328277
검암,3110,3164,3110,3164,37.5687914198721,126.675472176848
계양,4759,4717,4759,4717,37.5716093704302,126.736023400683
공덕,1024,1536,1024,1536,37.5428436189268,126.95133595616
공항화물청사,893,989,893,989,37.4590307212448,126.477437882407
김포공항,11057,5690,11057,5690,37.562313207852,126.801278424065
디지털미디어시티,3538,3558,3538,3558,37.5768239035855,126.899020186183
마곡나루,2156,2436,2156,2436,37.565821296795,126.827634421592
서울역,6657,5921,6657,5921,,
영종,2251,2047,2251,2047,37.51210021776,126.524248890138
운서,4630,4811,4630,4811,37.4928503236659,126.493665547285
인천공항1터미널,2859,2980,2859,2980,37.4476109663729,126.452346738588
인천공항2터미널,1575,1649,1575,1649,37.458350712273,126.427699293474
청라국제도시,2974,2922,2974,2922,37.5551403000306,126.625410973856
홍대입구,9840,9195,9840,9195,37.5577458058734,126.926498328277
검암,6821,6478,6821,6478,37.5687914198721,126.675472176848
계양,10021,9436,10021,9436,37.5716093704302,126.736023400683
공덕,2257,2847,2257,2847,37.5428436189268,126.95133595616
공항화물청사,2339,2488,2339,2488,37.4590307212448,126.477437882407
김포공항,11517,6827,11517,6827,37.562313207852,126.801278424065
디지털미디어시티,14403,13068,14403,13068,37.5768239035855,126.899020186183
마곡나루,9104,8776,9104,8776,37.565821296795,126.827634421592
서울역,7358,6956,7358,6956,,
영종,2909,2872,2909,2872,37.51210021776,126.524248890138
운서,6268,6325,6268,6325,37.4928503236659,126.493665547285
인천공항1터미널,3177,3454,3177,3454,37.4476109663729,126.452346738588
인천공항2터미널,1988,1883,1988,1883,37.458350712273,126.427699293474
청라국제도시,6733,6261,6733,6261,37.5551403000306,126.625410973856
홍대입구,8910,9006,8910,9006,37.5577458058734,126.926498328277
검암,6719,6560,6719,6560,37.5687914198721,126.675472176848
계양,10146,9605,10146,9605,37.5716093704302,126.736023400683
공덕,2360,3050,2360,3050,37.5428436189268,126.95133595616
공항화물청사,2309,2540,2309,2540,37.4590307212448,126.477437882407
김포공항,11336,6670,11336,6670,37.562313207852,126.801278424065
디지털미디어시티,14533,13256,14533,13256,37.5768239035855,126.899020186183
마곡나루,9456,9035,9456,9035,37.565821296795,126.827634421592
서울역,7022,6581,7022,6581,,
영종,2818,2859,2818,2859,37.51210021776,126.524248890138
운서,6249,6236,6249,6236,37.4928503236659,126.493665547285
인천공항1터미널,3176,3503,3176,3503,37.4476109663729,126.452346738588
인천공항2터미널,1986,1973,1986,1973,37.458350712273,126.427699293474
청라국제도시,6801,6529,6801,6529,37.5551403000306,126.625410973856
홍대입구,9275,9237,9275,9237,37.5577458058734,126.926498328277
검암,6734,6562,6734,6562,37.5687914198721,126.675472176848
계양,10158,9524,10158,9524,37.5716093704302,126.736023400683
공덕,2258,2956,2258,2956,37.5428436189268,126.95133595616
공항화물청사,2288,2548,2288,2548,37.4590307212448,126.477437882407
김포공항,11575,6525,11575,6525,37.562313207852,126.801278424065
디지털미디어시티,14728,13258,14728,13258,37.5768239035855,126.899020186183
마곡나루,9227,8851,9227,8851,37.565821296795,126.827634421592
서울역,7071,6853,7071,6853,,
영종,2920,2909,2920,2909,37.51210021776,126.524248890138
운서,6390,6244,6390,6244,37.4928503236659,126.493665547285
인천공항1터미널,3245,3540,3245,3540,37.4476109663729,126.452346738588
인천공항2터미널,1962,1905,1962,1905,37.458350712273,126.427699293474
청라국제도시,6897,6459,6897,6459,37.5551403000306,126.625410973856
홍대입구,9430,9473,9430,9473,37.5577458058734,126.926498328277
검암,6628,6507,6628,6507,37.5687914198721,126.675472176848
계양,9934,9243,9934,9243,37.5716093704302,126.736023400683
공덕,2380,2924,2380,2924,37.5428436189268,126.95133595616
공항화물청사,2258,2443,2258,2443,37.4590307212448,126.477437882407
김포공항,11960,7214,11960,7214,37.562313207852,126.801278424065
디지털미디어시티,14592,13072,14592,13072,37.5768239035855,126.899020186183
마곡나루,8874,8282,8874,8282,37.565821296795,126.827634421592
서울역,7083,7897,7083,7897,,
영종,2827,2849,2827,2849,37.51210021776,126.524248890138
운서,6298,6151,6298,6151,37.4928503236659,126.493665547285
인천공항1터미널,3171,3425,3171,3425,37.4476109663729,126.452346738588
인천공항2터미널,2045,2069,2045,2069,37.458350712273,126.427699293474
청라국제도시,6596,6382,6596,6382,37.5551403000306,126.625410973856
홍대입구,9567,9311,9567,9311,37.5577458058734,126.926498328277
검암,6391,6254,6391,6254,37.5687914198721,126.675472176848
계양,9470,8894,9470,8894,37.5716093704302,126.736023400683
공덕,2262,2846,2262,2846,37.5428436189268,126.95133595616
공항화물청사,2315,2398,2315,2398,37.4590307212448,126.477437882407
김포공항,13464,7853,13464,7853,37.562313207852,126.801278424065
디지털미디어시티,13297,11692,13297,11692,37.5768239035855,126.899020186183
마곡나루,7345,6800,7345,6800,37.565821296795,126.827634421592
서울역,6656,6664,6656,6664,,
영종,2830,2919,2830,2919,37.51210021776,126.524248890138
운서,6368,6079,6368,6079,37.4928503236659,126.493665547285
인천공항1터미널,3336,3767,3336,3767,37.4476109663729,126.452346738588
인천공항2터미널,2042,1908,2042,1908,37.458350712273,126.427699293474
청라국제도시,6397,5974,6397,5974,37.5551403000306,126.625410973856
홍대입구,9662,9741,9662,9741,37.5577458058734,126.926498328277
검암,3410,3400,3410,3400,37.5687914198721,126.675472176848
계양,5170,5008,5170,5008,37.5716093704302,126.736023400683
공덕,1173,1543,1173,1543,37.5428436189268,126.95133595616
공항화물청사,1176,1218,1176,1218,37.4590307212448,126.477437882407
김포공항,10886,6290,10886,6290,37.562313207852,126.801278424065
디지털미디어시티,3834,3231,3834,3231,37.5768239035855,126.899020186183
마곡나루,2126,2149,2126,2149,37.565821296795,126.827634421592
서울역,4540,5493,4540,5493,,
영종,2166,2142,2166,2142,37.51210021776,126.524248890138
운서,4919,4591,4919,4591,37.4928503236659,126.493665547285
인천공항1터미널,2779,3094,2779,3094,37.4476109663729,126.452346738588
인천공항2터미널,1591,1473,1591,1473,37.458350712273,126.427699293474
청라국제도시,3010,3039,3010,3039,37.5551403000306,126.625410973856
홍대입구,9117,8551,9117,8551,37.5577458058734,126.926498328277
검암,2748,2745,2748,2745,37.5687914198721,126.675472176848
계양,3979,3899,3979,3899,37.5716093704302,126.736023400683
공덕,918,1157,918,1157,37.5428436189268,126.95133595616
공항화물청사,908,861,908,861,37.4590307212448,126.477437882407
김포공항,8874,5263,8874,5263,37.562313207852,126.801278424065
디지털미디어시티,2770,2382,2770,2382,37.5768239035855,126.899020186183
마곡나루,1568,1605,1568,1605,37.565821296795,126.827634421592
서울역,3695,4628,3695,4628,,
영종,1745,1715,1745,1715,37.51210021776,126.524248890138
운서,4019,3837,4019,3837,37.4928503236659,126.493665547285
인천공항1터미널,2780,2983,2780,2983,37.4476109663729,126.452346738588
인천공항2터미널,1567,1552,1567,1552,37.458350712273,126.427699293474
청라국제도시,2280,2224,2280,2224,37.5551403000306,126.625410973856
홍대입구,7202,6627,7202,6627,37.5577458058734,126.926498328277
검암,2252,2347,2252,2347,37.5687914198721,126.675472176848
계양,3151,3163,3151,3163,37.5716093704302,126.736023400683
공덕,811,952,811,952,37.5428436189268,126.95133595616
공항화물청사,833,876,833,876,37.4590307212448,126.477437882407
김포공항,8697,4721,8697,4721,37.562313207852,126.801278424065
디지털미디어시티,2280,2036,2280,2036,37.5768239035855,126.899020186183
마곡나루,1255,1287,1255,1287,37.565821296795,126.827634421592
서울역,3675,4141,3675,4141,,
영종,1537,1516,1537,1516,37.51210021776,126.524248890138
운서,3607,3245,3607,3245,37.4928503236659,126.493665547285
인천공항1터미널,2635,2795,2635,2795,37.4476109663729,126.452346738588
인천공항2터미널,1533,1411,1533,1411,37.458350712273,126.427699293474
청라국제도시,1836,1807,1836,1807,37.5551403000306,126.625410973856
홍대입구,5113,4476,5113,4476,37.5577458058734,126.926498328277
검암,2396,2420,2396,2420,37.5687914198721,126.675472176848
계양,3234,3042,3234,3042,37.5716093704302,126.736023400683
공덕,676,1084,676,1084,37.5428436189268,126.95133595616
공항화물청사,764,845,764,845,37.4590307212448,126.477437882407
김포공항,10951,4902,10951,4902,37.562313207852,126.801278424065
디지털미디어시티,2167,2274,2167,2274,37.5768239035855,126.899020186183
마곡나루,1213,1330,1213,1330,37.565821296795,126.827634421592
서울역,4841,3412,4841,3412,,
영종,1456,1469,1456,1469,37.51210021776,126.524248890138
운서,3308,3518,3308,3518,37.4928503236659,126.493665547285
인천공항1터미널,2599,2860,2599,2860,37.4476109663729,126.452346738588
