사용일자,호선명,지하철역,승차총승객수,하차총승객수
202003,경의중앙선,양수,11652,10905
202003,경의중앙선,양원,5605,6210
202003,경의중앙선,양정,3767,3409
202003,경의중앙선,양평,14052,13674
202003,경의중앙선,오빈,1520,1516
202003,경의중앙선,용문,11132,10814
202003,경의중앙선,운길산,9281,8248
202003,경의중앙선,운정,20824,19461
202003,경의중앙선,원덕,2551,2484
202003,경의중앙선,월롱,6734,8664
202003,경의중앙선,일산,29538,28422
202003,경의중앙선,임진강,412,438
202003,경의중앙선,중랑,24105,23294
202003,경의중앙선,지평,275,253
202003,경의중앙선,탄현,26851,25510
202003,경의중앙선,파주,4591,3745
202003,경의중앙선,팔당,10617,11502
202003,경의중앙선,풍산,20122,19428
202003,경의중앙선,행신,25241,24347
202003,경의중앙선,홍대입구,9055,10291
202003,경의중앙선,화전,5226,5157
202003,경의중앙선,회기,95410,92112
202003,경의중앙선,효창공원앞,8664,9763
202004,경의중앙선,가좌,19775,19138
202004,경의중앙선,강매,9976,9162
202004,경의중앙선,검암,1,0
202004,경의중앙선,계양,1,0
202004,경의중앙선,곡산,2256,2335
202004,경의중앙선,공덕,12123,9968
202004,경의중앙선,구리,57714,59533
202004,경의중앙선,국수,5200,5005
202004,경의중앙선,금릉,19044,18739
202004,경의중앙선,금촌,29471,29676
202004,경의중앙선,김포공항,1,0
202004,경의중앙선,능곡,15576,15382
202004,경의중앙선,덕소,26532,26593
202004,경의중앙선,도농,35496,33733
202004,경의중앙선,도심,10327,9427
202004,경의중앙선,디지털미디어시티,9213,8596
202004,경의중앙선,망우,34316,34017
202004,경의중앙선,문산,25933,25703
202004,경의중앙선,백마,23116,21949
202004,경의중앙선,상봉,29826,28675
202004,경의중앙선,서강대,8863,8612
202004,경의중앙선,서울역,5922,6141
202004,경의중앙선,수색,5856,5849
202004,경의중앙선,신원,2925,2047
202004,경의중앙선,신촌,1708,1730
202004,경의중앙선,아신,4130,3972
202004,경의중앙선,야당,23913,23098
202004,경의중앙선,양수,14230,13842
202004,경의중앙선,양원,6473,6950
202004,경의중앙선,양정,4297,3928
202004,경의중앙선,양평,16309,15839
202004,경의중앙선,오빈,1800,1774
202004,경의중앙선,용문,15564,15304
202004,경의중앙선,운길산,12116,10845
202004,경의중앙선,운정,22447,21135
202004,경의중앙선,원덕,3453,3253
202004,경의중앙선,월롱,7069,8703
202004,경의중앙선,일산,32568,31071
202004,경의중앙선,임진강,723,752
202004,경의중앙선,중랑,25493,24827
202004,경의중앙선,지평,378,385
202004,경의중앙선,탄현,28576,27181
202004,경의중앙선,파주,5346,4387
202004,경의중앙선,팔당,12599,14022
202004,경의중앙선,풍산,21958,21146
202004,경의중앙선,행신,27485,26611
202004,경의중앙선,홍대입구,9850,11385
202004,경의중앙선,화전,6246,6086
202004,경의중앙선,회기,102954,100164
202004,경의중앙선,효창공원앞,9069,10311
202005,경의중앙선,가좌,28720,27426
202005,경의중앙선,강매,14184,12866
202005,경의중앙선,계양,1,0
202005,경의중앙선,곡산,3062,3185
202005,경의중앙선,공덕,17148,13760
202005,경의중앙선,구리,78654,81853
202005,경의중앙선,국수,6523,6362
202005,경의중앙선,금릉,27011,26760
202005,경의중앙선,금촌,42999,43100
202005,경의중앙선,능곡,22306,21927
202005,경의중앙선,덕소,36903,36910
202005,경의중앙선,도농,50134,47590
202005,경의중앙선,도심,13948,12730
202005,경의중앙선,디지털미디어시티,13091,12310
202005,경의중앙선,망우,48477,47654
202005,경의중앙선,문산,37926,36450
202005,경의중앙선,백마,31725,29836
202005,경의중앙선,상봉,41260,39182
202005,경의중앙선,서강대,12497,12171
202005,경의중앙선,서울역,9720,10037
202005,경의중앙선,수색,8666,8843
202005,경의중앙선,신원,2844,2174
202005,경의중앙선,신촌,2587,2684
202005,경의중앙선,아신,5398,5157
202005,경의중앙선,야당,34243,33303
202005,경의중앙선,양수,18656,17663
202005,경의중앙선,양원,8696,9061
202005,경의중앙선,양정,5537,4899
202005,경의중앙선,양평,24000,23019
202005,경의중앙선,오빈,2370,2310
202005,경의중앙선,용문,22522,22025
202005,경의중앙선,운길산,13728,13237
202005,경의중앙선,운정,31719,30067
202005,경의중앙선,원덕,3824,3323
202005,경의중앙선,월롱,9443,11482
202005,경의중앙선,일산,47311,45128
202005,경의중앙선,임진강,676,587
202005,경의중앙선,중랑,35420,34289
202005,경의중앙선,지평,529,430
202005,경의중앙선,탄현,40249,38164
202005,경의중앙선,파주,7671,6264
202005,경의중앙선,팔당,14798,15767
202005,경의중앙선,풍산,31100,30082
202005,경의중앙선,행신,39472,38202
202005,경의중앙선,홍대입구,12527,14076
202005,경의중앙선,화전,8947,8579
202005,경의중앙선,회기,147261,144863
202005,경의중앙선,효창공원앞,12481,14082
202006,경의중앙선,가좌,23716,22765
202006,경의중앙선,강매,11641,10774
202006,경의중앙선,계양,1,0
202006,경의중앙선,곡산,2637,2655
202006,경의중앙선,공덕,15196,11859
202006,경의중앙선,구리,65192,67445
202006,경의중앙선,국수,5403,5115
202006,경의중앙선,금릉,22862,22431
202006,경의중앙선,금촌,36230,36155
202006,경의중앙선,능곡,18161,17688
202006,경의중앙선,덕소,30707,30823
202006,경의중앙선,도농,42140,40124
202006,경의중앙선,도심,11637,10351
202006,경의중앙선,디지털미디어시티,11517,10599
202006,경의중앙선,망우,39791,39539
202006,경의중앙선,문산,31758,30950
202006,경의중앙선,백마,26913,25750
202006,경의중앙선,상봉,34593,33146
202006,경의중앙선,서강대,10624,10163
202006,경의중앙선,서울역,8157,8335
202006,경의중앙선,수색,6896,7121
202006,경의중앙선,신원,2437,1616
202006,경의중앙선,신촌,2122,2215
202006,경의중앙선,아신,4684,4281
202006,경의중앙선,야당,28421,27770
202006,경의중앙선,양수,16773,16149
202006,경의중앙선,양원,6955,7371
202006,경의중앙선,양정,4701,4035
202006,경의중앙선,양평,20855,20073
202006,경의중앙선,오빈,1868,1858
202006,경의중앙선,용문,19080,18813
202006,경의중앙선,운길산,12397,12203
202006,경의중앙선,운정,26172,25048
202006,경의중앙선,원덕,3077,2761
202006,경의중앙선,월롱,8027,9761
202006,경의중앙선,일산,39473,37841
202006,경의중앙선,임진강,562,498
202006,경의중앙선,중랑,28943,28012
202006,경의중앙선,지평,395,345
202006,경의중앙선,탄현,33836,32023
202006,경의중앙선,파주,6141,5229
202006,경의중앙선,팔당,12667,12932
202006,경의중앙선,풍산,25998,24931
202006,경의중앙선,행신,33683,32250
202006,경의중앙선,홍대입구,11250,12599
202006,경의중앙선,화전,7309,7177
202006,경의중앙선,회기,123929,119659
202006,경의중앙선,효창공원앞,10421,11456
202007,경의중앙선,가좌,24934,23621
202007,경의중앙선,강매,12027,10688
202007,경의중앙선,곡산,2677,2793
202007,경의중앙선,공덕,15308,12335
202007,경의중앙선,구리,67674,69711
202007,경의중앙선,국수,5187,4931
202007,경의중앙선,금릉,23174,22815
202007,경의중앙선,금촌,36763,36751
202007,경의중앙선,능곡,18114,17757
202007,경의중앙선,덕소,31459,31294
202007,경의중앙선,도농,44221,41976
202007,경의중앙선,도심,11626,10515
202007,경의중앙선,디지털미디어시티,11616,10871
202007,경의중앙선,망우,42198,41495
202007,경의중앙선,문산,32104,31616
202007,경의중앙선,백마,28142,26302
202007,경의중앙선,상봉,35944,34400
202007,경의중앙선,서강대,11373,10829
202007,경의중앙선,서울역,8741,8577
202007,경의중앙선,수색,7462,7501
202007,경의중앙선,신원,2292,1528
202007,경의중앙선,신촌,2284,2295
202007,경의중앙선,아신,4951,4563
202007,경의중앙선,야당,29606,28848
202007,경의중앙선,양수,22277,21583
202007,경의중앙선,양원,7383,7725
202007,경의중앙선,양정,4639,3967
202007,경의중앙선,양평,21108,20191
202007,경의중앙선,오빈,1907,1954
202007,경의중앙선,용문,22127,21956
202007,경의중앙선,운길산,10550,9893
202007,경의중앙선,운정,27482,26042
202007,경의중앙선,원덕,2923,2712
202007,경의중앙선,월롱,7931,9762
202007,경의중앙선,일산,40278,38525
202007,경의중앙선,임진강,463,354
202007,경의중앙선,중랑,29531,28315
202007,경의중앙선,지평,372,370
202007,경의중앙선,탄현,34861,33176
202007,경의중앙선,파주,6399,5320
202007,경의중앙선,팔당,11828,12457
202007,경의중앙선,풍산,27140,26134
202007,경의중앙선,행신,34618,33622
202007,경의중앙선,홍대입구,12458,14181
202007,경의중앙선,화전,7721,7291
202007,경의중앙선,회기,129610,124009
202007,경의중앙선,효창공원앞,10667,12123
202008,경의중앙선,가좌,24638,23593
202008,경의중앙선,강매,11322,10284
202008,경의중앙선,계양,2,0
202008,경의중앙선,곡산,2637,2616
202008,경의중앙선,공덕,14452,11570
202008,경의중앙선,구리,65088,68274
202008,경의중앙선,국수,4461,4367
202008,경의중앙선,금릉,20705,20563
202008,경의중앙선,금촌,34539,34654
202008,경의중앙선,능곡,17808,17266
202008,경의중앙선,덕소,29556,29669
202008,경의중앙선,도농,42553,40526
202008,경의중앙선,도심,10904,9715
202008,경의중앙선,디지털미디어시티,11728,10810
202008,경의중앙선,망우,41302,40991
202008,경의중앙선,문산,29171,29104
202008,경의중앙선,백마,26635,25330
202008,경의중앙선,상봉,34883,33569
202008,경의중앙선,서강대,10882,10225
202008,경의중앙선,서울역,8293,8334
202008,경의중앙선,수색,7204,7334
202008,경의중앙선,신원,1488,1243
202008,경의중앙선,신촌,2202,2072
202008,경의중앙선,아신,3878,3848
202008,경의중앙선,야당,26569,25560
202008,경의중앙선,양수,13500,13606
202008,경의중앙선,양원,7104,7343
202008,경의중앙선,양정,4407,3818
202008,경의중앙선,양평,18654,18470
202008,경의중앙선,오빈,1761,1765
202008,경의중앙선,용문,17194,17187
202008,경의중앙선,운길산,7183,6915
202008,경의중앙선,운정,26216,25092
202008,경의중앙선,원덕,2543,2377
202008,경의중앙선,월롱,7731,9348
202008,경의중앙선,일산,38895,37721
202008,경의중앙선,임진강,272,253
202008,경의중앙선,중랑,30388,29199
202008,경의중앙선,지평,319,351
202008,경의중앙선,탄현,33389,32025
202008,경의중앙선,파주,5974,4895
202008,경의중앙선,팔당,9516,9529
202008,경의중앙선,풍산,25816,24881
202008,경의중앙선,행신,33909,33070
202008,경의중앙선,홍대입구,11548,13181
202008,경의중앙선,화전,6610,6440
202008,경의중앙선,회기,128039,124370
202008,경의중앙선,효창공원앞,11144,12403
202009,경의중앙선,가좌,20178,19100
202009,경의중앙선,강매,9729,8936
202009,경의중앙선,계양,1,0
202009,경의중앙선,곡산,2401,2381
202009,경의중앙선,공덕,11043,9419
202009,경의중앙선,구리,53871,56106
202009,경의중앙선,국수,4519,4274
202009,경의중앙선,금릉,17152,16960
202009,경의중앙선,금촌,28554,28658
202009,경의중앙선,능곡,15247,14802
202009,경의중앙선,덕소,25448,25682
202009,경의중앙선,도농,35185,33697
202009,경의중앙선,도심,9544,8709
202009,경의중앙선,디지털미디어시티,9344,8656
202009,경의중앙선,망우,34830,34541
202009,경의중앙선,문산,25102,24659
202009,경의중앙선,백마,21270,20446
202009,경의중앙선,상봉,28666,27675
202009,경의중앙선,서강대,8659,8182
202009,경의중앙선,서울역,6121,6189
202009,경의중앙선,수색,6643,6591
202009,경의중앙선,신원,3055,2072
202009,경의중앙선,신촌,1697,1655
202009,경의중앙선,아신,3865,3617
202009,경의중앙선,야당,22362,21657
202009,경의중앙선,양수,14391,13808
202009,경의중앙선,양원,6448,6568
202009,경의중앙선,양정,4237,3801
202009,경의중앙선,양평,15890,14911
202009,경의중앙선,오빈,1599,1617
202009,경의중앙선,용문,15639,15215
202009,경의중앙선,운길산,10333,9310
202009,경의중앙선,운정,21754,20725
202009,경의중앙선,원덕,2608,2365
202009,경의중앙선,월롱,6933,8307
202009,경의중앙선,일산,31159,29977
202009,경의중앙선,임진강,454,367
202009,경의중앙선,중랑,25121,24409
202009,경의중앙선,지평,353,336
202009,경의중앙선,탄현,26529,25196
202009,경의중앙선,파주,5162,4094
202009,경의중앙선,팔당,12117,12733
202009,경의중앙선,풍산,20662,20429
202009,경의중앙선,행신,25914,25513
202009,경의중앙선,홍대입구,8671,9636
202009,경의중앙선,화전,5494,5422
202009,경의중앙선,회기,101279,97399
202009,경의중앙선,효창공원앞,9073,10028
202010,경의중앙선,가좌,27470,26705
202010,경의중앙선,강매,13851,12710
202010,경의중앙선,계양,2,0
202010,경의중앙선,곡산,3282,3344
202010,경의중앙선,공덕,17254,13778
202010,경의중앙선,구리,76214,79136
202010,경의중앙선,국수,6249,5910
202010,경의중앙선,금릉,25634,24852
202010,경의중앙선,금촌,40422,40228
202010,경의중앙선,능곡,20616,19817
202010,경의중앙선,덕소,35496,35477
202010,경의중앙선,도농,49599,46756
202010,경의중앙선,도심,13189,11783
202010,경의중앙선,디지털미디어시티,13323,12354
202010,경의중앙선,망우,46495,46055
202010,경의중앙선,문산,36721,35857
202010,경의중앙선,백마,31045,29072
202010,경의중앙선,상봉,38927,37975
202010,경의중앙선,서강대,11995,11724
202010,경의중앙선,서울역,9350,9243
202010,경의중앙선,수색,9165,9148
202010,경의중앙선,신원,3604,2351
202010,경의중앙선,신촌,2445,2536
202010,경의중앙선,아신,5554,5241
202010,경의중앙선,야당,34078,32895
202010,경의중앙선,양수,20247,19188
202010,경의중앙선,양원,8444,8747
202010,경의중앙선,양정,5757,5079
202010,경의중앙선,양평,24752,22853
202010,경의중앙선,오빈,2458,2343
202010,경의중앙선,용문,26767,25234
202010,경의중앙선,운길산,14440,13974
202010,경의중앙선,운정,31758,29980
202010,경의중앙선,원덕,3761,3485
202010,경의중앙선,월롱,8632,10656
202010,경의중앙선,일산,45508,43250
202010,경의중앙선,임진강,804,704
202010,경의중앙선,중랑,32517,31809
202010,경의중앙선,지평,482,412
202010,경의중앙선,탄현,37743,35247
202010,경의중앙선,파주,7013,5688
202010,경의중앙선,팔당,14808,16254
202010,경의중앙선,풍산,30244,29175
202010,경의중앙선,행신,37968,36138
202010,경의중앙선,홍대입구,13856,16321
202010,경의중앙선,화전,7761,7534
202010,경의중앙선,회기,142964,139882
202010,경의중앙선,효창공원앞,11900,13464
202011,경의중앙선,가좌,26491,25203
202011,경의중앙선,강매,12936,11738
202011,경의중앙선,곡산,2694,2731
202011,경의중앙선,공덕,17899,13211
202011,경의중앙선,구리,71078,73177
202011,경의중앙선,국수,5174,5100
202011,경의중앙선,금릉,24050,23466
202011,경의중앙선,금촌,37608,37872
202011,경의중앙선,능곡,19215,18620
202011,경의중앙선,덕소,32123,30977
202011,경의중앙선,도농,47595,46241
202011,경의중앙선,도심,11515,10207
202011,경의중앙선,디지털미디어시티,12922,12034
202011,경의중앙선,망우,43183,42544
202011,경의중앙선,문산,32536,32216
202011,경의중앙선,백마,29367,28001
202011,경의중앙선,상봉,35992,34949
202011,경의중앙선,서강대,11657,11285
202011,경의중앙선,서울역,9261,9345
202011,경의중앙선,수색,8608,8651
202011,경의중앙선,신원,2118,1623
202011,경의중앙선,신촌,2372,2512
202011,경의중앙선,아신,4167,4122
202011,경의중앙선,야당,32244,31606
202011,경의중앙선,양수,14927,14476
202011,경의중앙선,양원,7742,7677
202011,경의중앙선,양정,4340,3805
202011,경의중앙선,양평,20368,19966
202011,경의중앙선,오빈,1875,1935
202011,경의중앙선,용문,18388,17795
202011,경의중앙선,운길산,8602,8082
202011,경의중앙선,운정,29585,27813
202011,경의중앙선,원덕,2761,2711
202011,경의중앙선,월롱,7961,10193
202011,경의중앙선,일산,42983,41287
202011,경의중앙선,임진강,383,318
202011,경의중앙선,중랑,31043,30360
202011,경의중앙선,지평,319,300
202011,경의중앙선,탄현,36435,34078
202011,경의중앙선,파주,6122,5145
202011,경의중앙선,팔당,10030,10711
202011,경의중앙선,풍산,28717,27355
202011,경의중앙선,행신,37355,36308
202011,경의중앙선,홍대입구,12123,14572
202011,경의중앙선,화전,7696,7374
202011,경의중앙선,회기,144437,140247
202011,경의중앙선,효창공원앞,11421,12930
202012,경의중앙선,가좌,16596,16111
202012,경의중앙선,강매,8263,7722
202012,경의중앙선,곡산,1716,1699
202012,경의중앙선,공덕,11025,8422
202012,경의중앙선,구리,44311,46426
202012,경의중앙선,국수,2896,2927
202012,경의중앙선,금릉,15024,14897
202012,경의중앙선,금촌,24154,24614
202012,경의중앙선,능곡,12660,12405
202012,경의중앙선,덕소,19555,19948
202012,경의중앙선,도농,28734,28250
202012,경의중앙선,도심,7140,6501
202012,경의중앙선,디지털미디어시티,7936,7391
202012,경의중앙선,망우,27784,27664
202012,경의중앙선,문산,19260,19042
202012,경의중앙선,백마,17659,17126
202012,경의중앙선,상봉,22939,22279
202012,경의중앙선,서강대,8109,7639
202012,경의중앙선,서울역,5125,5488
202012,경의중앙선,수색,5512,5678
202012,경의중앙선,신원,1215,873
202012,경의중앙선,신촌,1884,1823
202012,경의중앙선,아신,2489,2379
202012,경의중앙선,야당,20387,19769
202012,경의중앙선,양수,7829,7605
202012,경의중앙선,양원,4909,4909
202012,경의중앙선,양정,2663,2199
202012,경의중앙선,양평,9996,9812
202012,경의중앙선,오빈,1075,1078
202012,경의중앙선,용문,8976,8598
202012,경의중앙선,운길산,5192,4839
202012,경의중앙선,운정,18616,18047
202012,경의중앙선,원덕,1437,1353
202012,경의중앙선,월롱,5254,6812
202012,경의중앙선,일산,26342,25566
202012,경의중앙선,임진강,174,167
202012,경의중앙선,중랑,20716,20145
202012,경의중앙선,지평,193,186
202012,경의중앙선,탄현,22862,22050
202012,경의중앙선,파주,3930,3224
202012,경의중앙선,팔당,6286,6576
202012,경의중앙선,풍산,17809,17336
202012,경의중앙선,행신,22368,22138
202012,경의중앙선,홍대입구,6546,6884
202012,경의중앙선,화전,5644,5327
202012,경의중앙선,회기,89236,86296
202012,경의중앙선,효창공원앞,7462,8616
